"","ID","Title","U","N1","AUC","P.Value","adj.P.Val"
"GO:0005763","GO:0005763","mitochondrial small ribosomal subunit",179449,25,0.54242877654349,0.231431425616602,0.454121528162309
"GO:0002685","GO:0002685","regulation of leukocyte migration",910689,144,0.482250203345026,0.231538786145868,0.454121528162309
"GO:0042403","GO:0042403","thyroid hormone metabolic process",144928,20,0.547393866142922,0.231592710549392,0.454121528162309
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane",632466,92,0.522150268478096,0.231664420080436,0.454121528162309
"GO:0006702","GO:0006702","androgen biosynthetic process",82211,14,0.443386762738922,0.23167514581585,0.454121528162309
"GO:0034704","GO:0034704","calcium channel complex",390612,56,0.528345272361331,0.231719807345668,0.454121528162309
"GO:0035588","GO:0035588","G-protein coupled purinergic receptor signaling pathway",138758,23,0.455833511276096,0.23176177819094,0.454121528162309
"GO:0030534","GO:0030534","adult behavior",951262,140,0.517969856032061,0.231899068560125,0.454121528162309
"GO:0060391","GO:0060391","positive regulation of SMAD protein import into nucleus",89180,12,0.561049876692335,0.232022776316019,0.454121528162309
"GO:0033137","GO:0033137","negative regulation of peptidyl-serine phosphorylation",144900,20,0.547288109986403,0.232092022697736,0.454121528162309
"GO:0043523","GO:0043523","regulation of neuron apoptotic process",1286333,191,0.515399689958759,0.232117659159045,0.454121528162309
"GO:0045939","GO:0045939","negative regulation of steroid metabolic process",165605,23,0.544028514643321,0.232460724623298,0.454121528162309
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation",772283,113,0.519921097897178,0.232572899581238,0.454121528162309
"GO:0003727","GO:0003727","single-stranded RNA binding",377003,54,0.528744095504168,0.23264368247011,0.454121528162309
"GO:0045823","GO:0045823","positive regulation of heart contraction",208539,34,0.463815789473684,0.232726423143427,0.454121528162309
"GO:0043244","GO:0043244","regulation of protein complex disassembly",598910,87,0.522665172614513,0.232729999344648,0.454121528162309
"GO:0043022","GO:0043022","ribosome binding",261553,37,0.534679676272597,0.232793909062447,0.454121528162309
"GO:0032725","GO:0032725","positive regulation of granulocyte macrophage colony-stimulating factor production",76029,13,0.441554142346894,0.232827515972515,0.454121528162309
"GO:0060795","GO:0060795","cell fate commitment involved in formation of primary germ layer",241065,34,0.536157521084659,0.232891014004251,0.454121528162309
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation",315985,45,0.53143789365692,0.232920474227605,0.454121528162309
"GO:0042345","GO:0042345","regulation of NF-kappaB import into nucleus",297743,48,0.469566931617461,0.232993527767671,0.454121528162309
"GO:0042348","GO:0042348","NF-kappaB import into nucleus",297743,48,0.469566931617461,0.232993527767671,0.454121528162309
"GO:0097602","GO:0097602","cullin family protein binding",89128,12,0.560722733907091,0.233221783428439,0.454121528162309
"GO:0032816","GO:0032816","positive regulation of natural killer cell activation",113629,19,0.451731526868383,0.233227812515545,0.454121528162309
"GO:2000191","GO:2000191","regulation of fatty acid transport",186212,26,0.541263603385732,0.233278505809386,0.454121528162309
"GO:0002279","GO:0002279","mast cell activation involved in immune response",281949,40,0.533267135724013,0.233399242545076,0.454121528162309
"GO:0043303","GO:0043303","mast cell degranulation",281949,40,0.533267135724013,0.233399242545076,0.454121528162309
"GO:0050885","GO:0050885","neuromuscular process controlling balance",383693,55,0.528382667850971,0.233427761663977,0.454121528162309
"GO:0032806","GO:0032806","carboxy-terminal domain protein kinase complex",119940,20,0.453014050460795,0.233521925559848,0.454121528162309
"GO:1904591","GO:1904591","positive regulation of protein import",610994,97,0.478603997910101,0.233533076887486,0.454121528162309
"GO:0009143","GO:0009143","nucleoside triphosphate catabolic process",63635,11,0.436702649656526,0.233655058708188,0.454121528162309
"GO:0006687","GO:0006687","glycosphingolipid metabolic process",438368,70,0.474855929633,0.233681912681287,0.454121528162309
"GO:0002446","GO:0002446","neutrophil mediated immunity",164181,27,0.459585653221811,0.233715735607218,0.454121528162309
"GO:0007597","GO:0007597","blood coagulation, intrinsic pathway",137884,19,0.548157159270258,0.233742090811071,0.454121528162309
"GO:0044117","GO:0044117","growth of symbiont in host",126255,21,0.454192253315922,0.233752864564364,0.454121528162309
"GO:0042754","GO:0042754","negative regulation of circadian rhythm",117048,16,0.552446760308111,0.233850449840183,0.454121528162309
"GO:0006818","GO:0006818","hydrogen transport",866472,137,0.482022188757422,0.234189616532525,0.454121528162309
"GO:0050855","GO:0050855","regulation of B cell receptor signaling pathway",96094,13,0.558085779829834,0.234203995378894,0.454121528162309
"GO:1903707","GO:1903707","negative regulation of hemopoiesis",809084,128,0.481414223153085,0.234272945967198,0.454121528162309
"GO:0001569","GO:0001569","patterning of blood vessels",227742,37,0.465561545207563,0.234348376370383,0.454121528162309
"GO:0055067","GO:0055067","monovalent inorganic cation homeostasis",791946,116,0.519488714781249,0.234567516349861,0.454121528162309
"GO:0005581","GO:0005581","collagen trimer",508817,81,0.476716351068126,0.234640442057057,0.454121528162309
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity",157912,26,0.459003813598735,0.234725159465804,0.454121528162309
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response",157912,26,0.459003813598735,0.234725159465804,0.454121528162309
"GO:0010664","GO:0010664","negative regulation of striated muscle cell apoptotic process",123952,17,0.550660381968662,0.234823980595196,0.454121528162309
"GO:0032414","GO:0032414","positive regulation of ion transmembrane transporter activity",424073,61,0.526787633056196,0.234827802632302,0.454121528162309
"GO:0060048","GO:0060048","cardiac muscle contraction",758689,111,0.519893210316881,0.234855715552649,0.454121528162309
"GO:0047496","GO:0047496","vesicle transport along microtubule",220405,31,0.537524662408514,0.234885379803237,0.454121528162309
"GO:0001750","GO:0001750","photoreceptor outer segment",470474,75,0.475839085691168,0.23492228287955,0.454121528162309
"GO:0035413","GO:0035413","positive regulation of catenin import into nucleus",63688,11,0.43706636837157,0.234936500817647,0.454121528162309
"GO:0042632","GO:0042632","cholesterol homeostasis",464481,67,0.525551682117047,0.234950859265742,0.454121528162309
"GO:0055092","GO:0055092","sterol homeostasis",464481,67,0.525551682117047,0.234950859265742,0.454121528162309
"GO:2000401","GO:2000401","regulation of lymphocyte migration",215069,35,0.464707598232517,0.235062916708991,0.454121528162309
"GO:0071322","GO:0071322","cellular response to carbohydrate stimulus",878056,129,0.518442810489354,0.235132483799948,0.454121528162309
"GO:0032615","GO:0032615","interleukin-12 production",336244,54,0.471579880395391,0.235166217344404,0.454121528162309
"GO:0006957","GO:0006957","complement activation, alternative pathway",88636,15,0.446203025497747,0.235364697312482,0.454305076573535
"GO:0002381","GO:0002381","immunoglobulin production involved in immunoglobulin mediated immune response",297980,48,0.469940701488771,0.235740950725584,0.454305076573535
"GO:0050699","GO:0050699","WW domain binding",177003,29,0.461376651609187,0.235864298612803,0.454305076573535
"GO:0030514","GO:0030514","negative regulation of BMP signaling pathway",272467,44,0.468626594383368,0.235866607210614,0.454305076573535
"GO:0017014","GO:0017014","protein nitrosylation",81988,11,0.562652264320567,0.235930463245409,0.454305076573535
"GO:0018119","GO:0018119","peptidyl-cysteine S-nitrosylation",81988,11,0.562652264320567,0.235930463245409,0.454305076573535
"GO:0099516","GO:0099516","ion antiporter activity",342705,55,0.471938195864576,0.235953679937648,0.454305076573535
"GO:0045954","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity",107495,18,0.45105320577375,0.236125422928457,0.454305076573535
"GO:0002323","GO:0002323","natural killer cell activation involved in immune response",151675,25,0.458475024559813,0.236223910628077,0.454305076573535
"GO:0018198","GO:0018198","peptidyl-cysteine modification",179146,25,0.541512884455528,0.236288392490461,0.454305076573535
"GO:0001913","GO:0001913","T cell mediated cytotoxicity",183379,30,0.462098074790848,0.236294360030953,0.454305076573535
"GO:0006270","GO:0006270","DNA replication initiation",206608,29,0.538545150283729,0.236313215417133,0.454305076573535
"GO:0030867","GO:0030867","rough endoplasmic reticulum membrane",130815,18,0.548904833836858,0.236315338366261,0.454305076573535
"GO:0009267","GO:0009267","cellular response to starvation",758468,111,0.519741769608659,0.236549787347108,0.454305076573535
"GO:0045943","GO:0045943","positive regulation of transcription from RNA polymerase I promoter",82442,14,0.444632609915002,0.236624605756564,0.454305076573535
"GO:0030017","GO:0030017","sarcomere",1167716,173,0.515842832877959,0.236660162683395,0.454305076573535
"GO:0046939","GO:0046939","nucleotide phosphorylation",515451,82,0.477078612999245,0.236765008747689,0.454305076573535
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation",234295,38,0.466388645592802,0.236790555502179,0.454305076573535
"GO:0034767","GO:0034767","positive regulation of ion transmembrane transport",745605,118,0.480874158346877,0.236856118555871,0.454305076573535
"GO:0051788","GO:0051788","response to misfolded protein",116896,16,0.551729346020239,0.236905993558204,0.454305076573535
"GO:0006643","GO:0006643","membrane lipid metabolic process",1108763,175,0.48427643288455,0.237077128750119,0.454305076573535
"GO:0097546","GO:0097546","ciliary base",145402,24,0.457791798901819,0.237120847319862,0.454305076573535
"GO:1903556","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production",266200,43,0.468459907258313,0.237229307440683,0.454305076573535
"GO:0051048","GO:0051048","negative regulation of secretion",1252764,186,0.515245587712718,0.23725619689661,0.454305076573535
"GO:0070986","GO:0070986","left/right axis specification",95955,13,0.557278508580887,0.237306283279821,0.454305076573535
"GO:0042523","GO:0042523","positive regulation of tyrosine phosphorylation of Stat5 protein",101284,17,0.44995712959302,0.237539974100049,0.454305076573535
"GO:0035455","GO:0035455","response to interferon-alpha",137676,19,0.547330256300166,0.237582056456153,0.454305076573535
"GO:0071450","GO:0071450","cellular response to oxygen radical",172182,24,0.542107450506272,0.237648700967699,0.454305076573535
"GO:0071451","GO:0071451","cellular response to superoxide",172182,24,0.542107450506272,0.237648700967699,0.454305076573535
"GO:0005244","GO:0005244","voltage-gated ion channel activity",1233063,183,0.515338369432342,0.237686425487373,0.454305076573535
"GO:0022832","GO:0022832","voltage-gated channel activity",1233063,183,0.515338369432342,0.237686425487373,0.454305076573535
"GO:0000421","GO:0000421","autophagosome membrane",139113,23,0.456999720766742,0.237706293320828,0.454305076573535
"GO:0002433","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",457978,73,0.475818826915185,0.237711905844759,0.454305076573535
"GO:0038096","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis",457978,73,0.475818826915185,0.237711905844759,0.454305076573535
"GO:0031032","GO:0031032","actomyosin structure organization",873382,138,0.482382246376812,0.237874166566635,0.454439934980801
"GO:0046622","GO:0046622","positive regulation of organ growth",247526,35,0.534838646946338,0.237926667529215,0.454439934980801
"GO:0006476","GO:0006476","protein deacetylation",517894,75,0.523799843232446,0.238253772723497,0.454926849280885
"GO:0042622","GO:0042622","photoreceptor outer segment membrane",88779,15,0.446922902665559,0.238343726245664,0.454946769341722
"GO:0051339","GO:0051339","regulation of lyase activity",496460,79,0.476842233664797,0.238588745656862,0.454946769341722
"GO:0021872","GO:0021872","forebrain generation of neurons",484275,70,0.524584037436631,0.238670045127367,0.454946769341722
"GO:0019104","GO:0019104","DNA N-glycosylase activity",95894,13,0.556924238464442,0.238674810846351,0.454946769341722
"GO:0098901","GO:0098901","regulation of cardiac muscle cell action potential",130690,18,0.548380328969453,0.238696363677399,0.454946769341722
"GO:0070307","GO:0070307","lens fiber cell development",76292,13,0.443081569242385,0.238697281645736,0.454946769341722
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding",308709,44,0.530960620278768,0.238792266277549,0.454990221991352
"GO:0018195","GO:0018195","peptidyl-arginine modification",101360,17,0.450294761813796,0.239032237004804,0.455309818628372
"GO:0016592","GO:0016592","mediator complex",247430,35,0.534631216170958,0.239242154382037,0.455458551021956
"GO:0002762","GO:0002762","negative regulation of myeloid leukocyte differentiation",259990,42,0.468389686383028,0.239324256189371,0.455458551021956
"GO:0045408","GO:0045408","regulation of interleukin-6 biosynthetic process",95101,16,0.448860632834919,0.239435133452962,0.455458551021956
"GO:0001102","GO:0001102","RNA polymerase II activating transcription factor binding",254220,36,0.534084606463974,0.239651425067597,0.455458551021956
"GO:0000502","GO:0000502","proteasome complex",497602,72,0.524127020240322,0.239716051298216,0.455458551021956
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium",1330722,198,0.514610886816094,0.239838453515184,0.455458551021956
"GO:0001961","GO:0001961","positive regulation of cytokine-mediated signaling pathway",226900,32,0.536112581279298,0.239859411821856,0.455458551021956
"GO:0001710","GO:0001710","mesodermal cell fate commitment",137547,19,0.546817417438907,0.239980857799614,0.455458551021956
"GO:0071285","GO:0071285","cellular response to lithium ion",113995,19,0.453186558056142,0.239999504604723,0.455458551021956
"GO:0019843","GO:0019843","rRNA binding",322174,46,0.530107675499217,0.240064197314802,0.455458551021956
"GO:0051194","GO:0051194","positive regulation of cofactor metabolic process",109783,15,0.552659266530746,0.24008223945468,0.455458551021956
"GO:0051197","GO:0051197","positive regulation of coenzyme metabolic process",109783,15,0.552659266530746,0.24008223945468,0.455458551021956
"GO:0090026","GO:0090026","positive regulation of monocyte chemotaxis",88862,15,0.447340733469254,0.24008223945468,0.455458551021956
"GO:0019430","GO:0019430","removal of superoxide radicals",151358,21,0.544498285829403,0.240164478039861,0.455458551021956
"GO:1901017","GO:1901017","negative regulation of potassium ion transmembrane transporter activity",101419,17,0.450556871037819,0.240194228716005,0.455458551021956
"GO:0043616","GO:0043616","keratinocyte proliferation",247345,35,0.534447553505256,0.24041021746662,0.455533786417024
"GO:0021877","GO:0021877","forebrain neuron fate commitment",102792,14,0.554385813522026,0.24056479525048,0.455533786417024
"GO:0016722","GO:0016722","oxidoreductase activity, oxidizing metal ions",82625,14,0.445619579755792,0.240586542874442,0.455533786417024
"GO:0035794","GO:0035794","positive regulation of mitochondrial membrane permeability",355991,51,0.528523940809761,0.240641687621558,0.455533786417024
"GO:0040023","GO:0040023","establishment of nucleus localization",82628,14,0.445635759589248,0.240651792168037,0.455533786417024
"GO:0017146","GO:0017146","NMDA selective glutamate receptor complex",81793,11,0.561314053953897,0.240689424226728,0.455533786417024
"GO:0002548","GO:0002548","monocyte chemotaxis",355931,57,0.473025036646612,0.240739813192941,0.455533786417024
"GO:0036452","GO:0036452","ESCRT complex",165102,23,0.542376110773476,0.24092190765105,0.455741531790087
"GO:0015931","GO:0015931","nucleobase-containing compound transport",1160450,172,0.51557407348169,0.241056311770129,0.455858965822719
"GO:0004629","GO:0004629","phospholipase C activity",183713,30,0.462939723818164,0.24123889992459,0.456067422382931
"GO:0071426","GO:0071426","ribonucleoprotein complex export from nucleus",496764,79,0.477134221013292,0.241374972780996,0.456187842110529
"GO:1903391","GO:1903391","regulation of adherens junction organization",298473,48,0.470718205904618,0.241512860843195,0.456311619272978
"GO:0019207","GO:0019207","kinase regulator activity",1122230,177,0.484694020784015,0.241762642148418,0.45653526665524
"GO:0070198","GO:0070198","protein localization to chromosome, telomeric region",158356,26,0.460294391219421,0.241776093938631,0.45653526665524
"GO:0046697","GO:0046697","decidualization",144353,20,0.54522208792869,0.241965737258358,0.456633418116607
"GO:0034451","GO:0034451","centriolar satellite",158152,22,0.543119316464738,0.241972967873944,0.456633418116607
"GO:0060389","GO:0060389","pathway-restricted SMAD protein phosphorylation",388048,62,0.474298174422357,0.242160977896859,0.456642885519795
"GO:0090004","GO:0090004","positive regulation of establishment of protein localization to plasma membrane",206208,29,0.537502508855936,0.242343503633753,0.456642885519795
"GO:1903305","GO:1903305","regulation of regulated secretory pathway",573674,91,0.478781035172013,0.242357568289415,0.456642885519795
"GO:0014020","GO:0014020","primary neural tube formation",592871,94,0.479120198866024,0.242359553916967,0.456642885519795
"GO:0006275","GO:0006275","regulation of DNA replication",989312,146,0.51678688140948,0.242360385416262,0.456642885519795
"GO:0042506","GO:0042506","tyrosine phosphorylation of Stat5 protein",152059,25,0.459635759087131,0.242458161496892,0.456642885519795
"GO:0004435","GO:0004435","phosphatidylinositol phospholipase C activity",171093,28,0.461864269517331,0.242510466652541,0.456642885519795
"GO:0043628","GO:0043628","ncRNA 3'-end processing",123558,17,0.548910025455692,0.242567070247422,0.456642885519795
"GO:0004553","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds",528906,84,0.477948990435707,0.24263992196221,0.456642885519795
"GO:0043372","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation",145742,24,0.458862273940859,0.242762113318734,0.456642885519795
"GO:0031348","GO:0031348","negative regulation of defense response",867732,137,0.48272313230532,0.242949490572806,0.456642885519795
"GO:0009164","GO:0009164","nucleoside catabolic process",209276,34,0.465454966015444,0.242954132504242,0.456642885519795
"GO:0001570","GO:0001570","vasculogenesis",445731,71,0.476067445852029,0.243009857513454,0.456642885519795
"GO:0050912","GO:0050912","detection of chemical stimulus involved in sensory perception of taste",222025,36,0.466446915074203,0.243091610228291,0.456642885519795
"GO:0002637","GO:0002637","regulation of immunoglobulin production",285840,46,0.470323421395569,0.243218937943052,0.456642885519795
"GO:0032212","GO:0032212","positive regulation of telomere maintenance via telomerase",212993,30,0.536722608608003,0.243238329984739,0.456642885519795
"GO:0060026","GO:0060026","convergent extension",89014,15,0.448105917591684,0.243283866196992,0.456642885519795
"GO:0001541","GO:0001541","ovarian follicle development",400956,64,0.474832310140973,0.243296022199528,0.456642885519795
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition",1153526,171,0.515455496437025,0.243354506181341,0.456642885519795
"GO:0045624","GO:0045624","positive regulation of T-helper cell differentiation",107883,18,0.452681268882175,0.24355547388769,0.456769188879087
"GO:0006027","GO:0006027","glycosaminoglycan catabolic process",368987,59,0.473825058652363,0.24356675294663,0.456769188879087
"GO:0001841","GO:0001841","neural tube formation",669808,106,0.480454941927191,0.243764135006642,0.456797225705232
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process",137340,19,0.545994489963863,0.243857540883027,0.456797225705232
"GO:0002181","GO:0002181","cytoplasmic translation",228471,37,0.467051803334989,0.244078064892481,0.456797225705232
"GO:0003756","GO:0003756","protein disulfide isomerase activity",120524,20,0.455219821725336,0.244106860514952,0.456797225705232
"GO:0016864","GO:0016864","intramolecular oxidoreductase activity, transposing S-S bonds",120524,20,0.455219821725336,0.244106860514952,0.456797225705232
"GO:0017025","GO:0017025","TBP-class protein binding",107913,18,0.452807150050352,0.244135175248107,0.456797225705232
"GO:0060767","GO:0060767","epithelial cell proliferation involved in prostate gland development",81653,11,0.560353287536801,0.244138075373441,0.456797225705232
"GO:0001967","GO:0001967","suckling behavior",95336,16,0.449969793082616,0.244229573468909,0.456797225705232
"GO:0033574","GO:0033574","response to testosterone",234861,38,0.467515327653476,0.244267560857075,0.456797225705232
"GO:0045335","GO:0045335","phagocytic vesicle",550756,80,0.522419942328123,0.244306433103655,0.456797225705232
"GO:0098868","GO:0098868","bone growth",145842,24,0.459177119540577,0.244435028246285,0.456902130200573
"GO:1904293","GO:1904293","negative regulation of ERAD pathway",64081,11,0.439763376956704,0.244558646896098,0.456997673105871
"GO:0034763","GO:0034763","negative regulation of transmembrane transport",570787,83,0.521969776639766,0.244738697546636,0.457198580508727
"GO:0034483","GO:0034483","heparan sulfate sulfotransferase activity",102592,14,0.553307157958321,0.244935548331853,0.457430744040198
"GO:0035254","GO:0035254","glutamate receptor binding",253819,36,0.533242155330342,0.245116364137059,0.457486104090194
"GO:0090190","GO:0090190","positive regulation of branching involved in ureteric bud morphogenesis",144170,20,0.544530895905726,0.245319166377509,0.457486104090194
"GO:0090189","GO:0090189","regulation of branching involved in ureteric bud morphogenesis",171714,24,0.540633973099592,0.245441750971458,0.457486104090194
"GO:0070527","GO:0070527","platelet aggregation",337172,54,0.472881393965914,0.245450675549332,0.457486104090194
"GO:0002664","GO:0002664","regulation of T cell tolerance induction",76592,13,0.444823881290472,0.245490515462893,0.457486104090194
"GO:0021513","GO:0021513","spinal cord dorsal/ventral patterning",171704,24,0.54060248853962,0.245609754435477,0.457486104090194
"GO:0034450","GO:0034450","ubiquitin-ubiquitin ligase activity",81591,11,0.559927805266373,0.245673805639104,0.457486104090194
"GO:0045214","GO:0045214","sarcomere organization",219656,31,0.535697997985548,0.245832448097721,0.457486104090194
"GO:0007191","GO:0007191","adenylate cyclase-activating dopamine receptor signaling pathway",70363,12,0.442668226886104,0.245850403061978,0.457486104090194
"GO:0019731","GO:0019731","antibacterial humoral response",292455,47,0.471004981342112,0.245938374209153,0.457486104090194
"GO:0072006","GO:0072006","nephron development",889779,131,0.517422572321949,0.24594071121383,0.457486104090194
"GO:0009581","GO:0009581","detection of external stimulus",1167382,184,0.485273626380935,0.246000821951901,0.457486104090194
"GO:1901741","GO:1901741","positive regulation of myoblast fusion",108012,18,0.453222557905337,0.2460534574167,0.457486104090194
"GO:0007638","GO:0007638","mechanosensory behavior",88578,12,0.557262569832402,0.246111896725464,0.457486104090194
"GO:0050858","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway",114323,19,0.454490520432057,0.24615808165137,0.457486104090194
"GO:0032634","GO:0032634","interleukin-5 production",108031,18,0.453302282645183,0.246422535211767,0.457486104090194
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus",114346,19,0.454581956818173,0.246593090448991,0.457486104090194
"GO:0021692","GO:0021692","cerebellar Purkinje cell layer morphogenesis",89173,15,0.448906340456593,0.246657478725983,0.457486104090194
"GO:0072074","GO:0072074","kidney mesenchyme development",123344,17,0.547959324202455,0.246829954391138,0.457486104090194
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation",439726,70,0.476326963906582,0.246907192432145,0.457486104090194
"GO:1902742","GO:1902742","apoptotic process involved in development",212742,30,0.536090111883883,0.247007511388459,0.457486104090194
"GO:0034138","GO:0034138","toll-like receptor 3 signaling pathway",610621,89,0.520989453440622,0.247115439038578,0.457486104090194
"GO:0033539","GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase",130253,18,0.546546659953004,0.247122653343973,0.457486104090194
"GO:1902259","GO:1902259","regulation of delayed rectifier potassium channel activity",130246,18,0.54651728768043,0.24725891087082,0.457486104090194
"GO:0030291","GO:0030291","protein serine/threonine kinase inhibitor activity",205882,29,0.536652756092284,0.247319204236938,0.457486104090194
"GO:0030825","GO:0030825","positive regulation of cGMP metabolic process",150946,21,0.543016148818068,0.247535728627078,0.457486104090194
"GO:0070286","GO:0070286","axonemal dynein complex assembly",109425,15,0.550857056558182,0.247659486404337,0.457486104090194
"GO:0008542","GO:0008542","visual learning",330977,53,0.472915490844663,0.247734885546597,0.457486104090194
"GO:0071870","GO:0071870","cellular response to catecholamine stimulus",184155,30,0.46405352283036,0.247867794396592,0.457486104090194
"GO:0006362","GO:0006362","transcription elongation from RNA polymerase I promoter",177795,29,0.463441081636217,0.247871997101719,0.457486104090194
"GO:1901739","GO:1901739","regulation of myoblast fusion",120742,20,0.456043208943949,0.24812340859315,0.457486104090194
"GO:0033057","GO:0033057","multicellular organism reproductive behavior",164676,23,0.540976659384701,0.248216856901158,0.457486104090194
"GO:0046434","GO:0046434","organophosphate catabolic process",995025,147,0.516274696897293,0.248346955424997,0.457486104090194
"GO:0006958","GO:0006958","complement activation, classical pathway",203291,33,0.46580970384373,0.248416055577881,0.457486104090194
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process",610466,89,0.520857205507316,0.24847773158402,0.457486104090194
"GO:0010742","GO:0010742","macrophage derived foam cell differentiation",190560,31,0.464738547984694,0.248488602485195,0.457486104090194
"GO:0090077","GO:0090077","foam cell differentiation",190560,31,0.464738547984694,0.248488602485195,0.457486104090194
"GO:0007210","GO:0007210","serotonin receptor signaling pathway",130180,18,0.54624034911044,0.248545597191043,0.457486104090194
"GO:0004993","GO:0004993","G-protein coupled serotonin receptor activity",130180,18,0.54624034911044,0.248545597191043,0.457486104090194
"GO:0099589","GO:0099589","serotonin receptor activity",130180,18,0.54624034911044,0.248545597191043,0.457486104090194
"GO:0043507","GO:0043507","positive regulation of JUN kinase activity",382265,61,0.474853326078828,0.248649256743746,0.457486104090194
"GO:0004004","GO:0004004","ATP-dependent RNA helicase activity",395073,63,0.475255778704055,0.24866616457201,0.457486104090194
"GO:0008186","GO:0008186","RNA-dependent ATPase activity",395073,63,0.475255778704055,0.24866616457201,0.457486104090194
"GO:0051882","GO:0051882","mitochondrial depolarization",150883,21,0.542789511362451,0.248673445750998,0.457486104090194
"GO:0098827","GO:0098827","endoplasmic reticulum subcompartment",116320,16,0.549010723455671,0.248681625255233,0.457486104090194
"GO:0008089","GO:0008089","anterograde axonal transport",157765,22,0.541790296436715,0.248760675806314,0.457486104090194
"GO:0046503","GO:0046503","glycerolipid catabolic process",321454,46,0.528922981742553,0.248787121222478,0.457486104090194
"GO:0071360","GO:0071360","cellular response to exogenous dsRNA",64252,11,0.440936884509014,0.24881072287175,0.457486104090194
"GO:0090195","GO:0090195","chemokine secretion",88459,12,0.556513916150788,0.248950294347684,0.457486104090194
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation",273531,44,0.470456609381235,0.248986437523501,0.457486104090194
"GO:0055015","GO:0055015","ventricular cardiac muscle cell development",70495,12,0.443498666264029,0.24899814691524,0.457486104090194
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation",523209,83,0.478460940536339,0.249015782956234,0.457486104090194
"GO:0044342","GO:0044342","type B pancreatic cell proliferation",116303,16,0.54893048633137,0.249033843763633,0.457486104090194
"GO:0000922","GO:0000922","spindle pole",651294,103,0.480672194484728,0.249259911527545,0.457486104090194
"GO:0039694","GO:0039694","viral RNA genome replication",76767,13,0.44584022998519,0.24950069282489,0.457486104090194
"GO:0039703","GO:0039703","RNA replication",76767,13,0.44584022998519,0.24950069282489,0.457486104090194
"GO:0061311","GO:0061311","cell surface receptor signaling pathway involved in heart development",133472,22,0.458364240775845,0.249556471971799,0.457486104090194
"GO:0046658","GO:0046658","anchored component of plasma membrane",260302,37,0.532122319732939,0.249562500397873,0.457486104090194
"GO:0018210","GO:0018210","peptidyl-threonine modification",504058,80,0.478124525724693,0.249615999954641,0.457486104090194
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure",542519,86,0.478921990974513,0.249873901995044,0.457486104090194
"GO:0010510","GO:0010510","regulation of acetyl-CoA biosynthetic process from pyruvate",70538,12,0.443769188182596,0.250028159873082,0.457486104090194
"GO:0048841","GO:0048841","regulation of axon extension involved in axon guidance",239837,34,0.533426301555105,0.250071732760338,0.457486104090194
"GO:0048185","GO:0048185","activin binding",70549,12,0.44383839146409,0.250292014227571,0.457486104090194
"GO:0006405","GO:0006405","RNA export from nucleus",504136,80,0.478198512672636,0.250342210463606,0.457486104090194
"GO:0048670","GO:0048670","regulation of collateral sprouting",136997,19,0.54463089516222,0.250354919248062,0.457486104090194
"GO:0035162","GO:0035162","embryonic hemopoiesis",133520,22,0.458529080469244,0.250406809722726,0.457486104090194
"GO:0032105","GO:0032105","negative regulation of response to extracellular stimulus",197063,32,0.465614603810676,0.250489156246137,0.457486104090194
"GO:0032108","GO:0032108","negative regulation of response to nutrient levels",197063,32,0.465614603810676,0.250489156246137,0.457486104090194
"GO:0018958","GO:0018958","phenol-containing compound metabolic process",650251,95,0.519999040372336,0.250542703878001,0.457486104090194
"GO:0019903","GO:0019903","protein phosphatase binding",741027,117,0.481969720916529,0.250610692605475,0.457486104090194
"GO:0060402","GO:0060402","calcium ion transport into cytosol",856073,126,0.51737969530385,0.250618792362756,0.457486104090194
"GO:0072075","GO:0072075","metanephric mesenchyme development",109278,15,0.550117042966095,0.250807406960572,0.457486104090194
"GO:0010894","GO:0010894","negative regulation of steroid biosynthetic process",157647,22,0.541385065523778,0.250850301432849,0.457486104090194
"GO:0031124","GO:0031124","mRNA 3'-end processing",452945,72,0.477089547836931,0.25093346209611,0.457486104090194
